"customer_key","customer_number","customer_name","customer_age","customer_type","active_months","total_sales","total_quantity","last_order","days_since_last_order","average_order_value","average_monthly_spend"
13991,AW00024990,Timothy Collins,67,NEW,1,2468,4,2013-04-25,15,2468.00,2468.00
13992,AW00024991,Luke Bryant,68,NEW,1,35,2,2013-04-13,27,35.00,35.00
13993,AW00024992,Faith Bryant,62,NEW,1,43,3,2013-06-05,5,43.00,43.00
13994,AW00024993,Marvin Ortega,62,NEW,1,61,3,2013-12-09,1,61.00,61.00
13995,AW00024994,Lauren Sanders,56,NEW,1,35,2,2013-01-28,13,35.00,35.00
13996,AW00024995,Melissa Peterson,66,NEW,1,5,1,2013-03-21,20,5.00,5.00
13997,AW00024996,Dylan Miller,67,NEW,1,2418,3,2013-10-31,10,2418.00,2418.00
13998,AW00024997,Melvin Kumar,66,NEW,1,2438,2,2013-12-19,22,2438.00,2438.00
13999,AW00024998,Olivia Martinez,52,NEW,1,2438,2,2013-04-02,8,2438.00,2438.00
14000,AW00024999,Shaun Jai,52,NEW,1,33,1,2013-09-18,22,33.00,33.00
14001,AW00025000,Allison Turner,40,NEW,1,2418,3,2013-12-13,28,2418.00,2418.00
14002,AW00025001,Clayton Xu,70,NEW,1,50,3,2013-07-07,3,50.00,50.00
14003,AW00025002,Logan Edwards,41,NEW,1,5,1,2013-07-02,8,5.00,5.00
14004,AW00025003,Tristan Russell,41,NEW,1,49,2,2013-06-16,24,49.00,49.00
14005,AW00025004,Samuel Thomas,42,NEW,1,25,1,2014-01-21,20,25.00,25.00
14006,AW00025005,Brianna Williams,41,NEW,1,65,3,2013-03-30,11,65.00,65.00
14007,AW00025006,Bailey Murphy,42,NEW,1,30,2,2013-06-29,11,30.00,30.00
14008,AW00025007,Alyssa Sanders,41,NEW,1,27,2,2013-04-25,15,27.00,27.00
14009,AW00025008,Haley Perry,42,NEW,1,2438,2,2013-12-19,22,2438.00,2438.00
14010,AW00025009,Natasha Alonso,75,NEW,1,15,2,2013-10-08,2,15.00,15.00
14011,AW00025010,Misty Kumar,74,REGULAR,16,1540,2,2013-10-19,22,770.00,96.25
14012,AW00025011,Taylor White,72,REGULAR,15,1589,5,2013-10-08,2,794.50,105.93
14013,AW00025012,Craig Martin,71,NEW,1,74,4,2013-04-13,27,74.00,74.00
14014,AW00025013,Mitchell Stone,71,NEW,1,70,3,2013-11-10,0,70.00,70.00
14015,AW00025014,Juan Reed,41,NEW,1,2419,2,2013-12-10,0,2419.00,2419.00
14016,AW00025015,Jacqueline Rogers,41,NEW,1,2462,4,2013-04-07,3,2462.00,2462.00
14017,AW00025016,Elijah Washington,43,NEW,1,5,1,2013-07-25,16,5.00,5.00
14018,AW00025017,Cristina Xu,72,NEW,1,15,2,2013-08-26,15,15.00,15.00
14019,AW00025018,Lucas Robinson,43,NEW,1,198,4,2013-05-30,11,198.00,198.00
14020,AW00025019,Misty Shen,69,NEW,1,24,3,2013-11-22,18,24.00,24.00
14021,AW00025020,Walter Romero,70,REGULAR,15,1549,3,2013-10-01,9,774.50,103.27
14022,AW00025021,Edwin Sharma,70,REGULAR,15,1554,4,2013-10-08,2,777.00,103.60
14023,AW00025022,Patricia Perez,63,REGULAR,15,1564,3,2013-10-25,16,782.00,104.27
14024,AW00025023,Carolyn Sanz,40,NEW,1,39,3,2013-04-17,23,39.00,39.00
14025,AW00025024,Brad Pritchett,40,NEW,1,33,1,2013-08-11,30,33.00,33.00
14026,AW00025025,Spencer Bryant,40,NEW,1,2469,3,2013-04-04,6,2469.00,2469.00
14027,AW00025026,Mitchell Andersen,68,NEW,1,6,2,2013-02-27,11,6.00,6.00
14028,AW00025027,Meredith Mehta,67,NEW,1,60,3,2014-01-07,3,60.00,60.00
14029,AW00025028,Brenda Gonzalez,61,NEW,1,23,2,2014-01-06,4,23.00,23.00
14030,AW00025029,Alberto Hernandez,67,REGULAR,12,2271,6,2013-07-30,11,1135.50,189.25
14031,AW00025030,Jessie Romero,67,REGULAR,13,2179,4,2013-08-21,20,1089.50,167.62
14032,AW00025031,Kristina Malhotra,65,NEW,1,25,2,2013-05-02,8,25.00,25.00
14033,AW00025032,Meredith Rana,60,REGULAR,12,2184,5,2013-08-02,8,1092.00,182.00
14034,AW00025033,Omar Zhu,65,REGULAR,13,2120,2,2013-08-05,5,1060.00,163.08
14035,AW00025034,Anne Martin,59,REGULAR,11,2164,4,2013-06-20,20,1082.00,196.73
14036,AW00025035,Mandy Lin,65,REGULAR,11,2183,4,2013-06-17,23,1091.50,198.45
14037,AW00025036,Jenny Ye,65,REGULAR,10,2120,2,2013-06-06,4,1060.00,212.00
14038,AW00025037,Terrence Rai,64,REGULAR,10,2174,3,2013-06-22,18,1087.00,217.40
14039,AW00025038,Isabella Hall,45,NEW,1,2438,2,2013-12-27,14,2438.00,2438.00
14040,AW00025039,Alexis Clark,45,NEW,1,33,1,2013-11-19,21,33.00,33.00
14041,AW00025040,Julian Perry,45,NEW,1,2420,4,2013-12-02,8,2420.00,2420.00
14042,AW00025041,Hunter Phillips,44,NEW,1,33,1,2013-11-22,18,33.00,33.00
14043,AW00025042,Arif Rizaldy,44,NEW,1,2419,2,2013-12-21,20,2419.00,2419.00
14044,AW00025043,Damien Rai,45,NEW,1,162,3,2013-08-23,18,162.00,162.00
14045,AW00025044,Emma Bailey,44,NEW,1,37,2,2013-05-20,21,37.00,37.00
14046,AW00025045,Paige Russell,46,NEW,1,39,3,2013-02-01,9,39.00,39.00
14047,AW00025046,Caleb Long,46,NEW,1,2182,1,2012-01-02,8,2182.00,2182.00
14048,AW00025047,Trevor Long,46,NEW,1,2448,4,2013-12-01,9,2448.00,2448.00
14049,AW00025048,Yolanda Sharma,47,REGULAR,15,3047,3,2013-03-21,20,1523.50,203.13
14050,AW00025049,Candice Ye,47,NEW,1,2393,2,2013-04-29,11,2393.00,2393.00
14051,AW00025050,Darryl Chen,47,NEW,1,2419,2,2013-05-02,8,2419.00,2419.00
14052,AW00025051,Suzanne Cai,64,REGULAR,10,2174,3,2013-06-14,26,1087.00,217.40
14053,AW00025052,Sandra Lin,47,REGULAR,10,2155,3,2013-06-29,11,1077.50,215.50
14054,AW00025053,Colin Andersen,57,REGULAR,9,2183,4,2013-06-01,9,1091.50,242.56
14055,AW00025054,Sheila Alonso,62,NEW,1,104,3,2013-07-23,18,104.00,104.00
14056,AW00025055,Erik Navarro,62,NEW,1,7,2,2013-09-20,20,7.00,7.00
14057,AW00025056,Wayne Black,62,NEW,1,7,2,2013-08-20,21,7.00,7.00
14058,AW00025057,Jerome Gomez,55,REGULAR,9,2120,2,2013-05-31,10,1060.00,235.56
14059,AW00025058,Corey Raji,61,NEW,1,7,2,2013-10-27,14,7.00,7.00
14060,AW00025059,Sean Ward,47,NEW,1,2462,3,2013-05-01,9,2462.00,2462.00
14061,AW00025060,Noah Martinez,47,NEW,1,2419,2,2013-05-10,0,2419.00,2419.00
14062,AW00025061,Julia Hughes,45,NEW,1,2443,1,2012-01-22,19,2443.00,2443.00
14063,AW00025062,Kaitlyn Young,45,NEW,1,14,2,2013-04-12,28,14.00,14.00
14064,AW00025063,Dylan Williams,40,NEW,1,2419,2,2013-12-05,5,2419.00,2419.00
14065,AW00025064,James Harris,54,NEW,1,2447,3,2013-05-03,7,2447.00,2447.00
14066,AW00025065,Thomas Henderson,62,NEW,1,72,3,2013-03-30,11,72.00,72.00
14067,AW00025066,Charles Robinson,63,NEW,1,15,3,2014-01-26,15,15.00,15.00
14068,AW00025067,Melanie Butler,55,NEW,1,72,3,2013-12-23,18,72.00,72.00
14069,AW00025068,Robert Shan,56,NEW,1,33,1,2013-10-13,28,33.00,33.00
14070,AW00025069,Lori Ortega,55,NEW,1,72,3,2013-06-24,16,72.00,72.00
14071,AW00025070,Melody Alvarez,50,NEW,1,69,2,2013-09-18,22,69.00,69.00
14072,AW00025071,Natalie Brooks,56,NEW,1,39,3,2014-01-12,29,39.00,39.00
14073,AW00025072,Alyssa Murphy,55,NEW,1,2469,3,2013-12-18,23,2469.00,2469.00
14074,AW00025073,Shelby Stewart,56,NEW,1,2473,3,2013-12-23,18,2473.00,2473.00
14075,AW00025074,Samantha Jackson,56,NEW,1,2393,2,2013-05-23,18,2393.00,2393.00
14076,AW00025075,Samantha Thompson,57,NEW,1,2469,3,2013-05-03,7,2469.00,2469.00
14077,AW00025076,Nicole Jenkins,51,NEW,1,2469,3,2013-12-19,22,2469.00,2469.00
14078,AW00025077,Wyatt Clark,45,NEW,1,2419,2,2013-12-14,27,2419.00,2419.00
14079,AW00025078,James Jenkins,41,NEW,1,2473,4,2013-12-03,7,2473.00,2473.00
14080,AW00025079,Riley Perry,58,NEW,1,2419,2,2013-05-29,12,2419.00,2419.00
14081,AW00025080,Marissa Long,52,NEW,1,2433,4,2013-05-09,1,2433.00,2433.00
14082,AW00025081,Melanie Morris,58,NEW,1,777,2,2013-08-20,21,777.00,777.00
14083,AW00025082,William Martinez,59,NEW,1,35,2,2013-10-11,30,35.00,35.00
14084,AW00025083,Omar Gao,59,NEW,1,37,2,2013-11-08,2,37.00,37.00
14085,AW00025084,Dalton James,58,NEW,1,2393,2,2013-12-12,29,2393.00,2393.00
14086,AW00025085,Lucas Rogers,58,NEW,1,1229,3,2013-01-20,21,1229.00,1229.00
14087,AW00025086,Jasmine Cox,58,NEW,1,1308,5,2012-12-30,11,1308.00,1308.00
14088,AW00025087,Wyatt Young,59,NEW,1,1250,2,2013-01-22,19,1250.00,1250.00
14089,AW00025088,Victoria Reed,53,NEW,1,1250,2,2013-01-13,28,1250.00,1250.00
14090,AW00025089,Christy Xie,59,NEW,1,35,2,2013-09-21,19,35.00,35.00
14091,AW00025090,Ivan Sara,60,NEW,1,68,3,2013-12-10,0,68.00,68.00
14092,AW00025091,Jessie Zeng,55,NEW,1,37,2,2013-04-07,3,37.00,37.00
14093,AW00025092,Emily Jackson,54,NEW,1,1258,4,2013-01-07,3,1258.00,1258.00
14094,AW00025093,Madison Griffin,53,NEW,1,2182,1,2012-01-14,27,2182.00,2182.00
14095,AW00025094,Charles Thomas,53,NEW,1,2443,1,2012-01-12,29,2443.00,2443.00
14096,AW00025095,Adam Jai,47,NEW,1,2443,1,2012-02-01,9,2443.00,2443.00
14097,AW00025096,Victoria Bennett,47,NEW,1,1237,4,2013-02-12,26,1237.00,1237.00
14098,AW00025097,Fernando Gonzales,60,NEW,1,1269,2,2013-02-13,25,1269.00,1269.00
14099,AW00025098,Logan Long,59,NEW,1,1251,4,2013-02-22,16,1251.00,1251.00
14100,AW00025099,Melanie Hayes,54,NEW,1,1250,2,2013-02-23,15,1250.00,1250.00
14101,AW00025100,Kristen Huang,61,NEW,1,2443,1,2012-02-03,7,2443.00,2443.00
14102,AW00025101,Wyatt Baker,44,NEW,1,69,2,2014-01-02,8,69.00,69.00
14103,AW00025102,Stephanie Kelly,60,NEW,1,72,3,2013-02-19,19,72.00,72.00
14104,AW00025103,Shelby Brooks,61,NEW,1,91,3,2013-08-04,6,91.00,91.00
14105,AW00025104,Natalie Parker,60,REGULAR,14,3018,3,2013-04-12,28,1509.00,215.57
14106,AW00025105,Warren Nara,60,NEW,1,2433,4,2013-05-04,6,2433.00,2433.00
14107,AW00025106,Micah Gao,39,REGULAR,9,2170,3,2013-06-14,26,1085.00,241.11
14108,AW00025107,Mason Ramirez,45,REGULAR,9,2143,5,2013-05-30,11,1071.50,238.11
14109,AW00025108,Gary Gill,51,REGULAR,11,2198,4,2013-08-06,4,1099.00,199.82
14110,AW00025109,Devin Rivera,50,NEW,1,5,1,2013-05-27,14,5.00,5.00
14111,AW00025110,Tabitha Suarez,50,NEW,1,40,2,2013-07-26,15,40.00,40.00
14112,AW00025111,Drew Chander,49,REGULAR,8,2145,3,2013-06-05,5,1072.50,268.13
14113,AW00025112,Suzanne Zhu,51,REGULAR,11,2155,3,2013-08-22,19,1077.50,195.91
14114,AW00025113,Randy Gao,52,REGULAR,11,2179,4,2013-08-19,22,1089.50,198.09
14115,AW00025114,Donald Sara,51,REGULAR,11,2155,3,2013-08-16,25,1077.50,195.91
14116,AW00025115,Raymond Rana,51,REGULAR,9,2155,3,2013-06-16,24,1077.50,239.44
14117,AW00025116,Phillip Sara,46,NEW,1,40,2,2013-05-30,11,40.00,40.00
14118,AW00025117,Mindy Shan,52,NEW,1,7,2,2013-12-30,11,7.00,7.00
14119,AW00025118,Gerald Diaz,52,NEW,1,7,2,2013-08-20,21,7.00,7.00
14120,AW00025119,Deanna Lopez,51,REGULAR,9,2147,4,2013-06-18,22,1073.50,238.56
14121,AW00025120,Heidi Rodriguez,45,REGULAR,9,2155,3,2013-06-16,24,1077.50,239.44
14122,AW00025121,Clarence Yang,50,REGULAR,8,2155,3,2013-06-19,21,1077.50,269.38
14123,AW00025122,Susan Zhao,47,NEW,1,40,2,2013-11-27,13,40.00,40.00
14124,AW00025123,Sharon Simpson,53,NEW,1,40,2,2013-09-11,29,40.00,40.00
14125,AW00025124,Keith Xu,47,NEW,1,64,3,2013-05-26,15,64.00,64.00
14126,AW00025125,Randy Wang,53,NEW,1,69,2,2013-09-25,15,69.00,69.00
14127,AW00025126,Shane Suri,48,REGULAR,8,2174,3,2013-06-17,23,1087.00,271.75
14128,AW00025127,Priscilla Deng,53,REGULAR,8,2174,3,2013-07-01,9,1087.00,271.75
14129,AW00025128,Clifford Sai,55,NEW,1,60,3,2013-08-24,17,60.00,60.00
14130,AW00025129,Allen Raman,49,NEW,1,60,3,2013-02-21,17,60.00,60.00
14131,AW00025130,Micah Huang,44,NEW,1,7,2,2013-05-09,1,7.00,7.00
14132,AW00025131,Gerald Chandra,54,NEW,1,5,1,2013-07-21,20,5.00,5.00
14133,AW00025132,Lindsey Xie,41,NEW,1,5,1,2013-09-17,23,5.00,5.00
14134,AW00025133,Kristine Gutierrez,51,REGULAR,9,2155,3,2013-07-30,11,1077.50,239.44
14135,AW00025134,Brett Rodriguez,52,NEW,1,40,2,2013-12-13,28,40.00,40.00
14136,AW00025135,Kelvin Zhao,52,NEW,1,7,2,2013-12-02,8,7.00,7.00
14137,AW00025136,Ruben Diaz,46,NEW,1,40,2,2013-04-05,5,40.00,40.00
14138,AW00025137,Nina Raje,51,NEW,1,7,2,2014-01-21,20,7.00,7.00
14139,AW00025138,Seth Russell,51,REGULAR,9,2120,2,2013-07-19,22,1060.00,235.56
14140,AW00025139,Carlos Short,50,NEW,1,60,3,2013-10-18,23,60.00,60.00
14141,AW00025140,Toni Lopez,56,NEW,1,21,1,2013-11-20,20,21.00,21.00
14142,AW00025141,Walter Gutierrez,46,NEW,1,5,1,2013-05-10,0,5.00,5.00
14143,AW00025142,Regina Ray,45,NEW,1,14,2,2013-04-04,6,14.00,14.00
14144,AW00025143,Destiny Henderson,46,NEW,1,40,2,2013-12-05,5,40.00,40.00
14145,AW00025144,Johnathan Fernandez,46,NEW,1,25,2,2013-09-17,23,25.00,25.00
14146,AW00025145,Clayton Yang,45,NEW,1,23,2,2013-06-21,19,23.00,23.00
14147,AW00025146,Carson Gonzales,67,NEW,1,1224,2,2013-01-31,10,1224.00,1224.00
14148,AW00025147,Samantha Brown,63,NEW,1,40,2,2013-07-31,10,40.00,40.00
14149,AW00025148,Ryan Simmons,62,NEW,1,1250,2,2013-02-28,10,1250.00,1250.00
14150,AW00025149,Samantha Griffin,62,NEW,1,46,3,2013-11-30,10,46.00,46.00
14151,AW00025150,Xavier Jones,57,NEW,1,2419,2,2013-05-06,4,2419.00,2419.00
14152,AW00025151,Jasmine Washington,64,NEW,1,37,2,2013-11-02,8,37.00,37.00
14153,AW00025152,Maria Sanders,47,NEW,1,35,2,2013-03-17,24,35.00,35.00
14154,AW00025153,Ryan Coleman,55,NEW,1,96,4,2013-10-02,8,96.00,96.00
14155,AW00025154,Clinton Serrano,49,NEW,1,46,3,2013-12-23,18,46.00,46.00
14156,AW00025155,Theresa Alonso,44,NEW,1,2419,2,2013-05-29,12,2419.00,2419.00
14157,AW00025156,Catherine Peterson,54,NEW,1,37,2,2013-02-11,27,37.00,37.00
14158,AW00025157,Destiny Miller,56,NEW,1,7,2,2013-07-03,7,7.00,7.00
14159,AW00025158,Stephanie Long,56,NEW,1,72,3,2013-09-04,6,72.00,72.00
14160,AW00025159,Katelyn Cooper,55,NEW,1,72,3,2013-09-24,16,72.00,72.00
14161,AW00025160,Mackenzie Stewart,44,NEW,1,47,4,2013-06-15,25,47.00,47.00
14162,AW00025161,Isabella Flores,50,NEW,1,2438,2,2013-05-25,16,2438.00,2438.00
14163,AW00025162,Bryan Morris,50,NEW,1,2384,1,2013-05-14,27,2384.00,2384.00
14164,AW00025163,Natalie Griffin,64,NEW,1,2433,4,2013-05-17,24,2433.00,2433.00
14165,AW00025164,Isaac Parker,63,NEW,1,35,2,2013-05-18,23,35.00,35.00
14166,AW00025165,Ashley Brown,64,NEW,1,92,3,2013-12-16,25,92.00,92.00
14167,AW00025166,Miguel Jenkins,64,NEW,1,135,5,2013-09-25,15,135.00,135.00
14168,AW00025167,Elijah Hughes,63,NEW,1,72,3,2013-11-20,20,72.00,72.00
14169,AW00025168,Micheal Hernandez,65,NEW,1,39,3,2013-08-23,18,39.00,39.00
14170,AW00025169,Angel Peterson,85,NEW,1,2384,1,2013-05-22,19,2384.00,2384.00
14171,AW00025170,Logan Walker,51,NEW,1,33,1,2013-10-18,23,33.00,33.00
14172,AW00025171,Christopher Rodriguez,51,NEW,1,37,2,2013-04-26,14,37.00,37.00
14173,AW00025172,Evan Gray,56,NEW,1,96,4,2013-06-19,21,96.00,96.00
14174,AW00025173,Melissa Stewart,58,NEW,1,37,3,2013-06-18,22,37.00,37.00
14175,AW00025174,Monica Smith,57,NEW,1,92,3,2013-05-24,17,92.00,92.00
14176,AW00025175,Nathan Chen,57,NEW,1,2384,1,2013-05-14,27,2384.00,2384.00
14177,AW00025176,Edward Flores,58,NEW,1,37,2,2013-09-24,16,37.00,37.00
14178,AW00025177,Alberto Gomez,47,NEW,1,37,3,2014-01-25,16,37.00,37.00
14179,AW00025178,Jasmine Kelly,53,NEW,1,37,2,2014-01-05,5,37.00,37.00
14180,AW00025179,Miguel Thompson,59,NEW,1,72,3,2013-09-25,15,72.00,72.00
14181,AW00025180,Ana Simmons,59,NEW,1,2447,3,2013-05-21,20,2447.00,2447.00
14182,AW00025181,Jesse Torres,59,NEW,1,33,1,2013-03-04,6,33.00,33.00
14183,AW00025182,Natalie Simmons,53,NEW,1,68,2,2013-06-20,20,68.00,68.00
14184,AW00025183,Michael Thomas,59,NEW,1,83,2,2013-06-14,26,83.00,83.00
14185,AW00025184,Peter Tang,59,NEW,1,2438,2,2013-05-11,30,2438.00,2438.00
14186,AW00025185,Jade Reed,59,NEW,1,2453,4,2013-05-14,27,2453.00,2453.00
14187,AW00025186,Angelica Coleman,64,NEW,1,2462,3,2013-05-15,26,2462.00,2462.00
14188,AW00025187,Sydney Scott,84,NEW,1,72,3,2014-01-21,20,72.00,72.00
14189,AW00025188,Kevin Li,84,NEW,1,14,2,2013-05-02,8,14.00,14.00
14190,AW00025189,Aidan Hayes,73,NEW,1,153,2,2014-01-01,9,153.00,153.00
14191,AW00025190,Allison Morris,84,NEW,1,37,2,2013-09-13,27,37.00,37.00
14192,AW00025191,Austin Gonzales,84,NEW,1,2419,2,2013-05-20,21,2419.00,2419.00
14193,AW00025192,Janet Gill,59,NEW,1,2481,5,2013-05-12,29,2481.00,2481.00
14194,AW00025193,Stephanie Howard,54,NEW,1,2419,2,2013-06-03,7,2419.00,2419.00
14195,AW00025194,Jada Bell,66,NEW,1,33,1,2013-07-02,8,33.00,33.00
14196,AW00025195,Alexandra Wilson,65,NEW,1,37,2,2013-08-12,29,37.00,37.00
14197,AW00025196,Aaron Yang,54,NEW,1,55,2,2013-11-06,4,55.00,55.00
14198,AW00025197,Kyle Perry,66,NEW,1,37,2,2013-05-12,29,37.00,37.00
14199,AW00025198,Michelle Ramirez,60,NEW,1,1250,2,2013-03-21,20,1250.00,1250.00
14200,AW00025199,Kyle Griffin,67,NEW,1,1250,2,2013-03-13,28,1250.00,1250.00
14201,AW00025200,Nathan Williams,67,NEW,1,101,3,2013-12-25,16,101.00,101.00
14202,AW00025201,Hunter Gonzalez,63,NEW,1,96,4,2013-10-21,20,96.00,96.00
14203,AW00025202,Jonathan King,68,NEW,1,37,2,2013-11-15,25,37.00,37.00
14204,AW00025203,Caroline Wood,69,NEW,1,1224,2,2013-03-13,28,1224.00,1224.00
14205,AW00025204,Kelly Barnes,69,NEW,1,1250,2,2013-03-18,23,1250.00,1250.00
14206,AW00025205,John Jones,65,NEW,1,32,3,2013-10-31,10,32.00,32.00
14207,AW00025206,Ryan Bryant,65,NEW,1,25,1,2013-04-01,9,25.00,25.00
14208,AW00025207,Destiny Moore,71,NEW,1,87,4,2013-05-07,3,87.00,87.00
14209,AW00025208,Daniel Taylor,70,NEW,1,27,2,2013-05-21,20,27.00,27.00
14210,AW00025209,Emma Walker,70,NEW,1,99,4,2013-07-25,16,99.00,99.00
14211,AW00025210,Kathryn Xu,50,NEW,1,23,2,2013-06-08,2,23.00,23.00
14212,AW00025211,Diane Torres,55,NEW,1,79,3,2013-10-21,20,79.00,79.00
14213,AW00025212,Alberto Ruiz,57,NEW,1,27,3,2013-11-15,25,27.00,27.00
14214,AW00025213,Cheryl Gutierrez,56,REGULAR,8,2184,5,2013-07-04,6,1092.00,273.00
14215,AW00025214,Roger Chander,57,REGULAR,8,2149,4,2013-07-23,18,1074.50,268.63
14216,AW00025215,Natalie Gonzalez,51,REGULAR,9,2155,3,2013-07-05,5,1077.50,239.44
14217,AW00025216,Rachael Raman,51,NEW,1,79,3,2013-09-05,5,79.00,79.00
14218,AW00025217,Byron Martin,52,NEW,1,40,2,2013-04-25,15,40.00,40.00
14219,AW00025218,Christy Sun,52,REGULAR,9,2184,5,2013-07-11,30,1092.00,242.67
14220,AW00025219,Karla Lal,53,NEW,1,40,2,2013-04-06,4,40.00,40.00
14221,AW00025220,Emily Anderson,53,NEW,1,23,2,2013-03-10,0,23.00,23.00
14222,AW00025221,Erica Zhu,59,REGULAR,9,2143,5,2013-08-01,9,1071.50,238.11
14223,AW00025222,Tamara Kumar,53,REGULAR,10,2120,2,2013-08-25,16,1060.00,212.00
14224,AW00025223,Armando Ortega,54,NEW,1,103,4,2013-03-27,14,103.00,103.00
14225,AW00025224,Keith Kumar,55,NEW,1,7,2,2013-04-02,8,7.00,7.00
14226,AW00025225,Alicia Yuan,55,REGULAR,8,2129,3,2013-07-28,13,1064.50,266.13
14227,AW00025226,Robert Kumar,54,REGULAR,7,2158,5,2013-07-20,21,1079.00,308.29
14228,AW00025227,Jaime Gutierrez,43,NEW,1,40,2,2013-10-08,2,40.00,40.00
14229,AW00025228,Brad Ashe,50,REGULAR,8,2120,2,2013-07-30,11,1060.00,265.00
14230,AW00025229,Autumn Zhou,56,REGULAR,7,2155,3,2013-07-16,25,1077.50,307.86
14231,AW00025230,Sophia Carter,55,NEW,1,81,3,2013-05-13,28,81.00,81.00
14232,AW00025231,Olivia Moore,61,REGULAR,8,2189,5,2013-07-11,30,1094.50,273.63
14233,AW00025232,Kellie Blanco,61,NEW,1,13,2,2014-01-23,18,13.00,13.00
14234,AW00025233,Nathaniel Ward,61,NEW,1,7,2,2013-07-11,30,7.00,7.00
14235,AW00025234,Monica Patel,51,REGULAR,7,2174,3,2013-07-15,26,1087.00,310.57
14236,AW00025235,Monique Torres,57,REGULAR,9,2155,3,2013-08-25,16,1077.50,239.44
14237,AW00025236,Lance Martin,58,NEW,1,40,2,2013-09-23,17,40.00,40.00
14238,AW00025237,Roger Sun,47,NEW,1,118,4,2014-01-17,24,118.00,118.00
14239,AW00025238,Kristopher Madan,58,NEW,1,7,2,2013-06-06,4,7.00,7.00
14240,AW00025239,Isabella Barnes,58,NEW,1,7,2,2013-09-27,13,7.00,7.00
14241,AW00025240,Ross Rana,53,REGULAR,8,2120,2,2013-08-14,27,1060.00,265.00
14242,AW00025241,Aaron Powell,61,NEW,1,5,1,2013-06-19,21,5.00,5.00
14243,AW00025242,Susan Hu,56,REGULAR,8,2120,2,2013-08-07,3,1060.00,265.00
14244,AW00025243,Tonya Rai,62,REGULAR,8,2155,3,2013-08-02,8,1077.50,269.38
14245,AW00025244,Jay Weber,63,NEW,1,22,3,2013-03-03,7,22.00,22.00
14246,AW00025245,Francis Gutierrez,84,NEW,1,59,2,2013-08-15,26,59.00,59.00
14247,AW00025246,Warren Lal,84,NEW,1,27,3,2013-11-09,1,27.00,27.00
14248,AW00025247,Lindsay Nara,54,NEW,1,5,1,2013-11-27,13,5.00,5.00
14249,AW00025248,Denise Madan,60,NEW,1,40,2,2013-11-21,19,40.00,40.00
14250,AW00025249,Alexandra Watson,62,REGULAR,32,1868,5,2013-08-23,18,934.00,58.38
14251,AW00025250,Anthony Walker,63,REGULAR,32,1883,5,2013-08-28,13,941.50,58.84
14252,AW00025251,Toni Rodriguez,57,NEW,1,40,2,2013-12-03,7,40.00,40.00
14253,AW00025252,Warren Zhang,64,REGULAR,32,1892,6,2013-08-22,19,946.00,59.13
14254,AW00025253,Ryan Miller,44,NEW,1,74,4,2013-03-19,22,74.00,74.00
14255,AW00025254,Krystal She,44,NEW,1,52,3,2013-07-31,10,52.00,52.00
14256,AW00025255,Logan Lal,45,NEW,1,33,1,2013-08-07,3,33.00,33.00
14257,AW00025256,Eric Hill,45,NEW,1,68,3,2013-02-27,11,68.00,68.00
14258,AW00025257,Harold Sanchez,39,NEW,1,147,3,2013-07-06,4,147.00,147.00
14259,AW00025258,Micheal Vazquez,39,NEW,1,49,2,2013-08-21,20,49.00,49.00
14260,AW00025259,Ethan Thomas,40,NEW,1,32,3,2013-04-13,27,32.00,32.00
14261,AW00025260,Dalton Howard,41,NEW,1,35,2,2013-08-31,10,35.00,35.00
14262,AW00025261,Eduardo Phillips,41,NEW,1,72,3,2013-03-25,16,72.00,72.00
14263,AW00025262,Andre Chandra,81,NEW,1,35,4,2013-12-13,28,35.00,35.00
14264,AW00025263,Audrey Carlson,81,NEW,1,60,3,2013-09-08,2,60.00,60.00
14265,AW00025264,Wyatt Bryant,43,NEW,1,81,4,2013-10-22,19,81.00,81.00
14266,AW00025265,Hannah Smith,41,NEW,1,55,2,2013-03-19,22,55.00,55.00
14267,AW00025266,Kari Suri,81,NEW,1,58,2,2013-07-05,5,58.00,58.00
14268,AW00025267,Arthur Malhotra,81,NEW,1,25,2,2013-03-23,18,25.00,25.00
14269,AW00025268,Jaime Andersen,81,NEW,1,60,3,2013-09-21,19,60.00,60.00
14270,AW00025269,Tabitha Martin,81,NEW,1,23,2,2013-09-10,0,23.00,23.00
14271,AW00025270,Gloria Diaz,76,REGULAR,31,1854,3,2013-08-19,22,927.00,59.81
14272,AW00025271,Mario Shan,65,REGULAR,31,1854,3,2013-08-28,13,927.00,59.81
14273,AW00025272,Edwin Xu,77,REGULAR,30,1873,3,2013-08-05,5,936.50,62.43
14274,AW00025273,Karl Rai,77,REGULAR,30,1897,4,2013-08-17,24,948.50,63.23
14275,AW00025274,Samantha Henderson,43,NEW,1,72,3,2013-10-02,8,72.00,72.00
14276,AW00025275,Christina Watson,44,NEW,1,35,2,2013-08-15,26,35.00,35.00
14277,AW00025276,Mackenzie Richardson,44,NEW,1,39,3,2013-08-09,1,39.00,39.00
14278,AW00025277,Jermaine Fernandez,44,NEW,1,96,4,2013-10-15,26,96.00,96.00
14279,AW00025278,Brianna Butler,43,NEW,1,37,2,2013-10-02,8,37.00,37.00
14280,AW00025279,Jordyn Barnes,44,NEW,1,33,1,2013-12-23,18,33.00,33.00
14281,AW00025280,Emily Price,44,NEW,1,39,3,2013-12-23,18,39.00,39.00
